timestamp,open,high,low,close,volume,quote_volume,taker_buy_quote
2025-05-01 00:00:00+00:00,599.21,600.4,598.88,600.17,19419,11649286.2177,6894559.9701
2025-05-01 01:00:00+00:00,600.17,602.06,600.14,601.02,19046.08,11453785.2403,4961116.0212
2025-05-01 02:00:00+00:00,601.03,602.25,599.8,600.1,18411.13,11066663.6381,4737641.98
2025-05-01 03:00:00+00:00,600.09,601.4,598.97,599.06,14069.92,8444895.2781,4622582.3397
2025-05-01 04:00:00+00:00,599.07,600.55,598.53,600.48,13136.24,7871374.8609,3898121.0159
2025-05-01 05:00:00+00:00,600.49,601.07,599.97,600.63,11541.64,6931689.6131,3228358.2465
2025-05-01 06:00:00+00:00,600.63,601.33,598.83,599.37,14010.65,8406466.6006,3455231.3817
2025-05-01 07:00:00+00:00,599.37,600.39,599.08,599.64,12706.77,7622137.986,3076320.9352
2025-05-01 08:00:00+00:00,599.64,601.68,599.63,601.46,16627.58,9991143.4302,5329812.8831
2025-05-01 09:00:00+00:00,601.46,604.48,600.92,603.24,44813.92,27014170.3452,12716078.4237
2025-05-01 10:00:00+00:00,603.24,605.5,602.33,604.13,29983.36,18113372.3034,9001514.8437
2025-05-01 11:00:00+00:00,604.13,604.7,602.67,603.81,14224.25,8587297.9528,4295446.2442
2025-05-01 12:00:00+00:00,603.81,604.18,603.05,603.5,10320.07,6228946.735,3344326.3855
2025-05-01 13:00:00+00:00,603.51,605.18,601,601.03,27210.56,16413936.554,7572522.7713
2025-05-01 14:00:00+00:00,601.04,604.68,601.04,604.42,24868.24,14988161.328,8112525.6195
2025-05-01 15:00:00+00:00,604.43,604.88,602.27,602.55,31861.8,19237420.2853,9314623.9494
2025-05-01 16:00:00+00:00,602.54,603.81,602.12,602.22,14076.33,8484942.2283,4722381.7395
2025-05-01 17:00:00+00:00,602.21,602.91,600.05,600.51,18118.71,10896693.544,5311707.9076
2025-05-01 18:00:00+00:00,600.5,601.4,600,600.9,16580.59,9959324.9568,5987115.8082
2025-05-01 19:00:00+00:00,600.9,600.93,599.62,600.05,14052.14,8435404.7153,3649869.0756
2025-05-01 20:00:00+00:00,600.05,600.37,599.18,599.39,14298.95,8574668.82,4312454.198
2025-05-01 21:00:00+00:00,599.39,599.93,598.84,599.54,13435.51,8053389.7214,4284700.0147
2025-05-01 22:00:00+00:00,599.55,599.64,598.11,598.53,14505.36,8683081.0023,4347020.9792
2025-05-01 23:00:00+00:00,598.53,599.65,597.64,599.14,15859.43,9489808.2282,4399302.0687
2025-05-02 00:00:00+00:00,599.14,601.1,598.33,601.05,16549.21,9925485.2428,5312623.0479
2025-05-02 01:00:00+00:00,601.06,602.2,599.95,600.85,18578.11,11170071.6274,5360628.1948
2025-05-02 02:00:00+00:00,600.86,603.04,600.57,602.33,19999.08,12043341.1243,6686646.7809
2025-05-02 03:00:00+00:00,602.33,603.5,601.09,601.2,17917.79,10792553.5813,5153152.9747
2025-05-02 04:00:00+00:00,601.21,601.99,599.18,599.59,15253.26,9156973.6265,3669415.0021
2025-05-02 05:00:00+00:00,599.6,600.3,598.2,598.67,17282.57,10355571.5558,4061341.0564
2025-05-02 06:00:00+00:00,598.67,598.67,596,596.93,28208.36,16848688.1065,6651888.4071
2025-05-02 07:00:00+00:00,596.92,597.12,595.03,595.22,18394.95,10961283.4498,5060558.302
2025-05-02 08:00:00+00:00,595.21,597.65,595,597.13,19315.17,11527781.8841,6717358.5914
2025-05-02 09:00:00+00:00,597.13,598.33,596.7,597.6,12082.14,7222932.0505,2836716.6548
2025-05-02 10:00:00+00:00,597.6,599.11,597.6,598.4,19431.84,11630404.3207,5132763.0238
2025-05-02 11:00:00+00:00,598.41,600.37,597.42,597.7,27099.71,16240638.8559,7115975.2883
2025-05-02 12:00:00+00:00,597.7,598.92,596.29,598.91,24302,14528531.8833,7349317.3762
2025-05-02 13:00:00+00:00,598.91,599.05,597.67,598.05,12425.57,7435770.7142,3407650.6522
2025-05-02 14:00:00+00:00,598.05,600.4,598.04,600.17,19282.01,11558414.3802,5673861.3325
2025-05-02 15:00:00+00:00,600.18,600.59,597.8,599.41,23347.24,13987362.0431,6275066.6771
2025-05-02 16:00:00+00:00,599.4,601.55,599.4,599.89,20791.54,12489605.6482,6338557.2016
2025-05-02 17:00:00+00:00,599.9,600.26,599,599.75,9455.89,5668620.1563,2985039.833
2025-05-02 18:00:00+00:00,599.74,600.22,599.1,599.37,10686.82,6408791.1165,3435365.3287
2025-05-02 19:00:00+00:00,599.37,599.37,597.88,598.58,13656.89,8177559.4193,4354919.3052
2025-05-02 20:00:00+00:00,598.58,600.04,597.86,599.92,10473.77,6274034.7342,3652960.1787
2025-05-02 21:00:00+00:00,599.92,600.28,598.8,599.13,8969.47,5378260.2385,2849742.93
2025-05-02 22:00:00+00:00,599.13,601.17,598.7,601.11,14199.22,8519547.3147,4962670.335
2025-05-02 23:00:00+00:00,601.11,601.48,600.31,600.6,10794.03,6486878.3475,3392229.9225
2025-05-03 00:00:00+00:00,600.61,601.11,599.07,599.24,10862,6519257.8981,2946655.821
2025-05-03 01:00:00+00:00,599.23,599.54,598.02,598.29,11169.74,6687600.6379,3084696.0331
2025-05-03 02:00:00+00:00,598.3,600.11,598.29,599.69,10787.69,6465584.8685,3274029.7582
2025-05-03 03:00:00+00:00,599.69,600.21,598.74,599.29,10817.97,6484979.0177,2782119.3036
2025-05-03 04:00:00+00:00,599.28,600.19,599.23,600.04,6126.27,3674726.5773,2064262.1498
2025-05-03 05:00:00+00:00,600.04,600.18,599.61,599.94,6606.47,3963086.0892,2162331.8799
2025-05-03 06:00:00+00:00,599.94,600.05,598.17,598.74,14502.46,8684944.0427,4346796.7065
2025-05-03 07:00:00+00:00,598.73,598.84,597.25,597.26,14809.03,8853092.5173,4171087.5532
2025-05-03 08:00:00+00:00,597.25,597.37,596,596.72,17342.77,10346514.5753,5453295.0139
2025-05-03 09:00:00+00:00,596.72,596.82,595.69,596.13,13810.99,8234654.58,4487413.709
2025-05-03 10:00:00+00:00,596.13,596.39,595,595.09,21703.32,12923932.3781,5472529.1713
2025-05-03 11:00:00+00:00,595.09,596.83,595,596.05,20291.24,12087720.6752,5374447.9675
2025-05-03 12:00:00+00:00,596.04,597.45,596.04,596.85,9213.02,5498655.1436,2633635.9562
2025-05-03 13:00:00+00:00,596.85,598.35,596.84,597.6,14300.63,8547793.4688,4373540.1148
2025-05-03 14:00:00+00:00,597.59,598.37,596.95,597.69,12023.99,7188739.0084,3020212.946
2025-05-03 15:00:00+00:00,597.68,598.85,597.68,598.35,12365.59,7400420.0182,3397892.9384
2025-05-03 16:00:00+00:00,598.36,599.11,597.1,598.22,18768.3,11226122.8185,4962075.2625
2025-05-03 17:00:00+00:00,598.22,598.94,595.83,598.84,23770.29,14199320.6341,6964751.6151
2025-05-03 18:00:00+00:00,598.84,599.44,597.63,597.97,12613.28,7551841.0102,3653267.3468
2025-05-03 19:00:00+00:00,597.96,599.67,597.56,599.65,8174.31,4894458.473,2655776.3112
2025-05-03 20:00:00+00:00,599.65,599.73,598.51,599.12,7723.61,4627733.6767,2430602.1706
2025-05-03 21:00:00+00:00,599.12,599.5,598.06,598.49,7435.15,4451353.9517,2201157.2913
2025-05-03 22:00:00+00:00,598.5,599.45,598.24,599.1,6892.73,4128338.6861,2373859.7858
2025-05-03 23:00:00+00:00,599.1,599.61,598.24,599.07,8974.2,5375086.8983,2627339.0008
2025-05-04 00:00:00+00:00,599.07,600,598.9,599.55,14944.84,8960098.4277,4051683.5924
2025-05-04 01:00:00+00:00,599.55,600.16,598.45,599.37,13674.46,8196876.0583,3524719.0242
2025-05-04 02:00:00+00:00,599.36,600.25,598.43,598.71,13374.48,8018606.5381,3743585.9176
2025-05-04 03:00:00+00:00,598.71,599.92,597.86,599.35,12190.8,7301284.1456,3800531.1853
2025-05-04 04:00:00+00:00,599.35,599.91,597.28,597.62,10226.84,6126768.4039,3214970.5891
2025-05-04 05:00:00+00:00,597.61,599.21,596.76,597.33,13800.22,8249146.2068,4131460.4678
2025-05-04 06:00:00+00:00,597.33,597.47,596.18,596.79,14622,8726265.3805,4819624.9403
2025-05-04 07:00:00+00:00,596.79,597.2,596,596.66,18038.34,10758779.8083,4765815.378
2025-05-04 08:00:00+00:00,596.66,596.67,594.21,594.76,26728.28,15913391.6501,6487895.6973
2025-05-04 09:00:00+00:00,594.75,594.76,592.61,593.04,24782.5,14707895.4099,8232735.9201
2025-05-04 10:00:00+00:00,593.03,594.4,592.2,594.08,21205.71,12575469.2889,8490737.5993
2025-05-04 11:00:00+00:00,594.07,594.71,593.3,593.56,16341.27,9705481.7503,5560504.0198
2025-05-04 12:00:00+00:00,593.57,593.68,592.22,592.38,16389.78,9713841.5815,4910799.0495
2025-05-04 13:00:00+00:00,592.39,592.82,587.44,589.49,62672.16,36954481.18,13582273.6193
2025-05-04 14:00:00+00:00,589.48,590.26,587.5,589.66,26740.58,15755644.8478,7527386.5247
2025-05-04 15:00:00+00:00,589.66,590.57,587.51,588.8,26933.46,15869052.9278,8454985.0958
2025-05-04 16:00:00+00:00,588.8,589.27,587.5,587.89,17574.6,10341655.964,4806780.5483
2025-05-04 17:00:00+00:00,587.88,588.96,585.13,586.34,34212.93,20072659.0639,7513630.7174
2025-05-04 18:00:00+00:00,586.33,588.2,586.33,587.88,12346.16,7251865.2386,4644776.4903
2025-05-04 19:00:00+00:00,587.88,588.71,586.8,587.98,10491.23,6165244.5259,3885268.8567
2025-05-04 20:00:00+00:00,587.98,589.19,587.38,588.8,11838.74,6964805.2747,3881451.8251
2025-05-04 21:00:00+00:00,588.8,589.6,587.37,589.23,9780.65,5756884.4791,3269109.3683
2025-05-04 22:00:00+00:00,589.24,589.24,585.16,586.41,18243.19,10698976.6847,4923994.6195
2025-05-04 23:00:00+00:00,586.4,586.58,584.16,585.65,26723.78,15642076.2625,5898845.4035
2025-05-05 00:00:00+00:00,585.65,588.62,585.41,588.32,19334.17,11347969.7286,6108661.0687
2025-05-05 01:00:00+00:00,588.33,588.4,583.55,584.97,22516.67,13179206.8221,5683219.2674
2025-05-05 02:00:00+00:00,584.97,588.36,583.02,588.09,32696.2,19179098.3023,8448385.8927
2025-05-05 03:00:00+00:00,588.09,588.47,588.01,588.11,11706.81,6886452.9538,3170219.5567
2025-05-05 04:00:00+00:00,588.12,590,588,589.88,24541.04,14454228.008,6976990.5246
2025-05-05 05:00:00+00:00,589.88,592.16,589.61,591.97,27879.24,16467156.3796,9095679.4632
2025-05-05 06:00:00+00:00,591.98,592.16,591,591.09,13399.42,7926996.1445,3012809.6743
2025-05-05 07:00:00+00:00,591.09,592.05,590.74,591.83,14298.21,8457853.6636,3754709.8144
2025-05-05 08:00:00+00:00,591.84,592.15,591.21,591.59,16560.53,9802212.6962,4471498.9969
2025-05-05 09:00:00+00:00,591.59,593.7,591.56,592.67,16564.9,9819831.7739,5199947.7981
2025-05-05 10:00:00+00:00,592.67,597.25,590.25,593.86,102103.2,60629815.0166,33716815.4755
2025-05-05 11:00:00+00:00,593.86,595.14,592.27,593.52,30895.86,18342005.4613,7529259.1862
2025-05-05 12:00:00+00:00,593.52,596.28,593.42,596.2,25575.88,15216247.9751,7770851.202
2025-05-05 13:00:00+00:00,596.2,597.01,592.68,594.64,37653.69,22393871.6006,10279905.0029
2025-05-05 14:00:00+00:00,594.63,596.69,593.92,596.03,27395.66,16310511.3358,8202081.8348
2025-05-05 15:00:00+00:00,596.03,597.12,595.48,597.07,25010.03,14916036.9667,6750080.7462
2025-05-05 16:00:00+00:00,597.07,598.96,596.65,598.39,34367.71,20553096.701,9750653.2741
2025-05-05 17:00:00+00:00,598.38,598.95,597.32,598.53,14064.35,8415298.2945,4469446.2649
