timestamp,funding_rate,funding_interval_hours
2025-05-01 00:00:00+00:00,-7.32e-06,8
2025-05-01 08:00:00+00:00,-6.907e-05,8
2025-05-01 16:00:00.001000+00:00,-0.00036496,8
2025-05-02 00:00:00+00:00,-0.00041355,8
2025-05-02 08:00:00+00:00,0.0001,8
2025-05-02 16:00:00.003000+00:00,2.78e-06,8
2025-05-03 00:00:00+00:00,0.0001,8
2025-05-03 08:00:00+00:00,-0.00039393,8
2025-05-03 16:00:00+00:00,-0.00053176,8
2025-05-04 00:00:00.001000+00:00,-0.00049121,8
2025-05-04 08:00:00.001000+00:00,-0.00039574,8
2025-05-04 16:00:00.002000+00:00,-0.00056067,8
2025-05-05 00:00:00+00:00,-0.00049675,8
2025-05-05 08:00:00+00:00,-0.00034054,8
2025-05-05 16:00:00.006000+00:00,-0.00057632,8
2025-05-06 00:00:00.002000+00:00,-0.00048153,8
2025-05-06 08:00:00.005000+00:00,-0.00047295,8
2025-05-06 16:00:00+00:00,-0.00022195,8
2025-05-07 00:00:00.002000+00:00,-9.814e-05,8
2025-05-07 08:00:00+00:00,-0.00019038,8
2025-05-07 16:00:00.006000+00:00,-0.00049907,8
2025-05-08 00:00:00+00:00,-0.00019102,8
2025-05-08 08:00:00.001000+00:00,3.178e-05,8
2025-05-08 16:00:00.002000+00:00,4.931e-05,8
2025-05-09 00:00:00.001000+00:00,4.253e-05,8
2025-05-09 08:00:00.006000+00:00,-8.65e-05,8
2025-05-09 16:00:00+00:00,-0.00010899,8
2025-05-10 00:00:00.001000+00:00,-0.00016863,8
2025-05-10 08:00:00+00:00,-4.073e-05,8
2025-05-10 16:00:00.001000+00:00,0.0001,8
2025-05-11 00:00:00+00:00,9.974e-05,8
2025-05-11 08:00:00.001000+00:00,-0.00026571,8
2025-05-11 16:00:00.001000+00:00,-0.00032422,8
2025-05-12 00:00:00.004000+00:00,-0.00040162,8
2025-05-12 08:00:00+00:00,-0.00018427,8
2025-05-12 16:00:00+00:00,-2.582e-05,8
2025-05-13 00:00:00+00:00,5.545e-05,8
2025-05-13 08:00:00.008000+00:00,-0.00010312,8
2025-05-13 16:00:00.001000+00:00,-0.00030676,8
2025-05-14 00:00:00.007000+00:00,-0.0001142,8
2025-05-14 08:00:00+00:00,-0.00015248,8
2025-05-14 16:00:00.002000+00:00,-0.00014648,8
2025-05-15 00:00:00+00:00,-0.00019591,8
2025-05-15 08:00:00.003000+00:00,-0.00042405,8
2025-05-15 16:00:00+00:00,-0.00030095,8
2025-05-16 00:00:00.001000+00:00,-0.00037781,8
2025-05-16 08:00:00+00:00,-0.00025889,8
2025-05-16 16:00:00+00:00,-0.00018907,8
2025-05-17 00:00:00+00:00,-0.00027655,8
2025-05-17 08:00:00.001000+00:00,-0.00022906,8
2025-05-17 16:00:00.004000+00:00,-0.00025379,8
2025-05-18 00:00:00+00:00,-0.00030726,8
2025-05-18 08:00:00+00:00,-0.00019,8
2025-05-18 16:00:00+00:00,-5.288e-05,8
2025-05-19 00:00:00+00:00,-6.18e-06,8
2025-05-19 08:00:00.006000+00:00,-0.00038618,8
2025-05-19 16:00:00.010000+00:00,-0.00030056,8
2025-05-20 00:00:00+00:00,-0.00020543,8
2025-05-20 08:00:00.002000+00:00,-0.00010966,8
2025-05-20 16:00:00+00:00,-5.045e-05,8
2025-05-21 00:00:00+00:00,-2.731e-05,8
2025-05-21 08:00:00.001000+00:00,-0.0001625,8
2025-05-21 16:00:00.004000+00:00,4.7e-06,8
2025-05-22 00:00:00.001000+00:00,-1.148e-05,8
2025-05-22 08:00:00+00:00,-2.222e-05,8
2025-05-22 16:00:00.002000+00:00,0.0001,8
2025-05-23 00:00:00.006000+00:00,-5.181e-05,8
2025-05-23 08:00:00+00:00,0.0001,8
2025-05-23 16:00:00.007000+00:00,0.0001,8
2025-05-24 00:00:00.010000+00:00,9.527e-05,8
2025-05-24 08:00:00+00:00,1.979e-05,8
2025-05-24 16:00:00.003000+00:00,4.16e-05,8
2025-05-25 00:00:00.004000+00:00,4.28e-05,8
2025-05-25 08:00:00+00:00,8.028e-05,8
2025-05-25 16:00:00+00:00,-8.5e-05,8
2025-05-26 00:00:00+00:00,-9.976e-05,8
2025-05-26 08:00:00+00:00,-7.507e-05,8
2025-05-26 16:00:00.002000+00:00,8.174e-05,8
2025-05-27 00:00:00.003000+00:00,0.0001,8
2025-05-27 08:00:00.001000+00:00,0.0001,8
2025-05-27 16:00:00.005000+00:00,8.25e-05,8
2025-05-28 00:00:00.002000+00:00,-0.00011324,8
2025-05-28 08:00:00.003000+00:00,-9.732e-05,8
2025-05-28 16:00:00.002000+00:00,-0.00018025,8
2025-05-29 00:00:00+00:00,-0.00015238,8
2025-05-29 08:00:00.006000+00:00,4.878e-05,8
2025-05-29 16:00:00+00:00,-9.673e-05,8
2025-05-30 00:00:00.003000+00:00,-7.321e-05,8
2025-05-30 08:00:00.003000+00:00,-2.01e-05,8
2025-05-30 16:00:00+00:00,0.0001,8
2025-05-31 00:00:00+00:00,0.0001,8
2025-05-31 08:00:00+00:00,-5.97e-05,8
2025-05-31 16:00:00+00:00,1.84e-05,8
2025-06-01 00:00:00.001000+00:00,3.466e-05,8
2025-06-01 08:00:00.002000+00:00,-0.00011019,8
2025-06-01 16:00:00+00:00,-0.00024391,8
2025-06-02 00:00:00.001000+00:00,-0.000237,8
2025-06-02 08:00:00+00:00,0.0001,8
2025-06-02 16:00:00+00:00,7.331e-05,8
2025-06-03 00:00:00+00:00,0.0001,8
2025-06-03 08:00:00+00:00,0.0001,8
2025-06-03 16:00:00.001000+00:00,0.0001,8
2025-06-04 00:00:00+00:00,0.0001,8
2025-06-04 08:00:00+00:00,0.0001,8
2025-06-04 16:00:00+00:00,-5.883e-05,8
2025-06-05 00:00:00.016000+00:00,-7.594e-05,8
2025-06-05 08:00:00+00:00,-7.496e-05,8
2025-06-05 16:00:00+00:00,-0.00011845,8
2025-06-06 00:00:00.002000+00:00,-0.0001769,8
2025-06-06 08:00:00+00:00,-8.781e-05,8
2025-06-06 16:00:00.006000+00:00,-0.00022644,8
2025-06-07 00:00:00+00:00,-8.18e-06,8
2025-06-07 08:00:00+00:00,-0.00018256,8
2025-06-07 16:00:00.002000+00:00,3.876e-05,8
2025-06-08 00:00:00+00:00,-6.885e-05,8
2025-06-08 08:00:00+00:00,-0.00010903,8
2025-06-08 16:00:00+00:00,-3.417e-05,8
2025-06-09 00:00:00+00:00,2.571e-05,8
2025-06-09 08:00:00.001000+00:00,2.97e-05,8
2025-06-09 16:00:00.001000+00:00,3.812e-05,8
2025-06-10 00:00:00+00:00,0.0001,8
2025-06-10 08:00:00.001000+00:00,1.677e-05,8
2025-06-10 16:00:00.003000+00:00,-2.821e-05,8
2025-06-11 00:00:00+00:00,0.0001,8
2025-06-11 08:00:00+00:00,-9.107e-05,8
2025-06-11 16:00:00.010000+00:00,-1.3e-07,8
2025-06-12 00:00:00.002000+00:00,-0.00028768,8
2025-06-12 08:00:00.003000+00:00,-0.00024543,8
2025-06-12 16:00:00.001000+00:00,-7.419e-05,8
2025-06-13 00:00:00+00:00,-0.00014841,8
2025-06-13 08:00:00.001000+00:00,-0.00020349,8
2025-06-13 16:00:00.004000+00:00,-6.088e-05,8
2025-06-14 00:00:00+00:00,5.388e-05,8
2025-06-14 08:00:00+00:00,3.814e-05,8
2025-06-14 16:00:00+00:00,1.194e-05,8
2025-06-15 00:00:00.005000+00:00,-1.399e-05,8
2025-06-15 08:00:00.009000+00:00,4.966e-05,8
2025-06-15 16:00:00+00:00,0.0001,8
2025-06-16 00:00:00+00:00,9.078e-05,8
2025-06-16 08:00:00+00:00,2.981e-05,8
2025-06-16 16:00:00.003000+00:00,0.0001,8
2025-06-17 00:00:00+00:00,0.0001,8
2025-06-17 08:00:00.006000+00:00,0.0001,8
2025-06-17 16:00:00.001000+00:00,0.0001,8
2025-06-18 00:00:00.001000+00:00,0.0001,8
2025-06-18 08:00:00.001000+00:00,0.0001,8
2025-06-18 16:00:00.001000+00:00,0.0001,8
2025-06-19 00:00:00.005000+00:00,0.0001,8
2025-06-19 08:00:00.003000+00:00,-4.582e-05,8
2025-06-19 16:00:00+00:00,0.0001,8
2025-06-20 00:00:00+00:00,0.0001,8
2025-06-20 08:00:00.002000+00:00,0.0001,8
2025-06-20 16:00:00.001000+00:00,0.0001,8
2025-06-21 00:00:00.002000+00:00,1.487e-05,8
2025-06-21 08:00:00.005000+00:00,-0.00015421,8
2025-06-21 16:00:00+00:00,-0.00011649,8
2025-06-22 00:00:00.005000+00:00,4.452e-05,8
2025-06-22 08:00:00+00:00,-4.82e-05,8
2025-06-22 16:00:00.003000+00:00,-0.00022896,8
2025-06-23 00:00:00+00:00,-0.00023894,8
2025-06-23 08:00:00.004000+00:00,-0.00030625,8
2025-06-23 16:00:00.013000+00:00,-9.856e-05,8
2025-06-24 00:00:00.003000+00:00,-0.0002348,8
2025-06-24 08:00:00+00:00,-0.00029614,8
2025-06-24 16:00:00+00:00,-0.00029324,8
2025-06-25 00:00:00.005000+00:00,-0.00021468,8
2025-06-25 08:00:00+00:00,-0.0001215,8
2025-06-25 16:00:00.005000+00:00,-0.00020035,8
2025-06-26 00:00:00+00:00,8.24e-06,8
2025-06-26 08:00:00.006000+00:00,-1.846e-05,8
2025-06-26 16:00:00.007000+00:00,9.567e-05,8
2025-06-27 00:00:00+00:00,-8.885e-05,8
2025-06-27 08:00:00+00:00,-0.00021737,8
2025-06-27 16:00:00.009000+00:00,-2.501e-05,8
2025-06-28 00:00:00.001000+00:00,-2.934e-05,8
2025-06-28 08:00:00.002000+00:00,-8.42e-05,8
2025-06-28 16:00:00+00:00,-8.431e-05,8
2025-06-29 00:00:00.004000+00:00,-8.834e-05,8
2025-06-29 08:00:00.001000+00:00,-5.147e-05,8
2025-06-29 16:00:00.001000+00:00,-6.064e-05,8
2025-06-30 00:00:00+00:00,5.417e-05,8
2025-06-30 08:00:00.005000+00:00,9.908e-05,8
2025-06-30 16:00:00.002000+00:00,0.0001,8
2025-07-01 00:00:00.007000+00:00,0.0001,8
