o,c,h,l,t
21532.90888254648,21516.13702414929,21543.63003641601,21479.28053882499,1738954800000
21515.05344102208,21493.35444333002,21524.80625015094,21465.46110608443,1738958400000
21491.35370607402,21491.30853705978,21491.35370607402,21491.30853705978,1738962000000
21670.06200800899,21696.41859444693,21712.14367776058,21645.16755924347,1739196000000
21697.39846120068,21770.04229282459,21793.130621384,21688.75647045286,1739199600000
21770.00333997491,21773.14437691408,21788.36167346555,21742.08732089409,1739203200000
21773.1313441615,21767.99105163475,21773.1313441615,21722.43078434115,1739206800000
21767.90670622216,21781.14085194956,21786.88397211755,21763.59995475075,1739210400000
21781.29561374217,21764.34914581227,21784.88704526069,21750.78538629844,1739214000000
21764.94522157989,21755.62533358675,21778.07616200663,21741.76443958098,1739217600000
21755.58559793625,21756.73418481067,21756.73418481067,21755.58559793625,1739221200000
21629.10792930053,21689.22725203896,21713.63923149168,21628.9075772702,1739282400000
21691.87587453469,21745.76970244046,21776.24976344582,21678.51232466502,1739286000000
21749.03193574099,21698.60658583599,21753.75280429424,21693.74037463907,1739289600000
21698.38881211764,21671.73836495881,21699.42044733197,21625.50567915016,1739293200000
21671.53036069854,21710.8330933908,21739.88103266513,21659.26375448187,1739296800000
21710.72678232611,21732.40416759174,21743.79032668237,21699.85594938795,1739300400000
21732.90946415739,21695.10789573339,21747.03335379207,21675.52187123184,1739304000000
21697.83747067192,21693.52130195803,21697.83747067192,21693.52130195803,1739307600000
21475.40614398756,21590.45804994356,21610.402625099,21454.1919277696,1739368800000
21591.58603842194,21641.27528183207,21673.88231453496,21494.81028470877,1739372400000
21641.09415578553,21687.57704701839,21689.53206193053,21563.85546760074,1739376000000
21686.63884843523,21729.0315657579,21733.48135288971,21671.5560155819,1739379600000
21728.48655717396,21700.04539907022,21733.82231752859,21686.281321808,1739383200000
21699.80385684472,21735.52080798418,21745.66346057127,21672.77329522167,1739386800000
21736.64997452239,21715.1666526379,21743.86977139319,21686.95897775552,1739390400000
21716.57878673776,21719.2614320124,21719.2614320124,21716.57878673776,1739394000000
21786.15805483362,21832.27712846652,21865.7913994753,21758.03573341507,1739455200000
21832.38949513231,21947.38346160608,21967.92666100966,21799.43709285991,1739458800000
21947.66213809331,21876.59184195951,21959.01598444322,21860.04776668044,1739462400000
21874.70218346187,21879.14685822529,21910.15027924108,21860.36130706849,1739466000000
21879.49363798994,21906.04071443062,21906.04071443062,21810.04703388523,1739469600000
21905.33460913901,21966.62502172143,21984.91751312138,21901.12309452011,1739473200000
21966.40971632137,22029.6879819066,22038.15034263078,21964.06283408181,1739476800000
22029.5180439271,22030.71436274301,22030.71436274301,22029.5180439271,1739480400000
22038.60604921446,22049.23025150454,22064.22356514066,22010.34613849073,1739541600000
22045.157794503,22084.47173851865,22090.27084806097,22017.97671202291,1739545200000
22085.5579139239,22058.4184062843,22088.16200928885,22025.82425727752,1739548800000
22058.36010149636,22076.2936020683,22079.37983405081,22016.89212156619,1739552400000
22076.84681790405,22104.60567195723,22118.29437417003,22065.42721720342,1739556000000
22104.49402556368,22097.25180665886,22124.03777757379,22075.2306858487,1739559600000
22096.49409704231,22112.35677539195,22139.43284009858,22081.78396658221,1739563200000
22113.53371696888,22114.68856070488,22114.68856070488,22113.53371696888,1739566800000
22176.01331334067,22130.73858247969,22191.36634759898,22088.0573701237,1739887200000
22122.36263035894,22110.68180359381,22128.40931636199,22050.79803890344,1739890800000
22108.01746522153,22108.64699798254,22135.99115343787,22092.67175727853,1739894400000
22108.40918589068,22116.86760053518,22121.89202146192,22086.94890780267,1739898000000
22116.39595850818,22080.59378065002,22129.2087432736,22061.64522834757,1739901600000
22080.63166428232,22100.1228269292,22106.91123733066,22029.57677240438,1739905200000
22101.16641804873,22163.97632161305,22163.97632161305,22081.50984162397,1739908800000
22164.12498947717,22164.60569471938,22164.60569471938,22164.12498947717,1739912400000
22121.73071107466,22092.81552438044,22145.94768368238,22084.88215210177,1739973600000
22093.16144053808,22089.48858709851,22131.39590120565,22045.75409054464,1739977200000
22089.12199135402,22163.00601506677,22166.04779642783,22087.98070827075,1739980800000
22162.47108982906,22169.94717105434,22181.05067141601,22137.14003729778,1739984400000
22170.25687269525,22156.48334777739,22190.65750464413,22124.79367585462,1739988000000
22157.20790358402,22220.76223214688,22222.60967484671,22155.41030140953,1739991600000
22218.84161383546,22174.776506508,22218.84161383546,22129.9693601922,1739995200000
22175.94634742046,22175.59793792535,22175.94634742046,22175.50942587526,1739998800000
22132.71224907411,21931.98473123116,22148.44370764319,21927.19058452658,1740060000000
21931.44696165427,21911.83542835622,22024.16435295375,21878.753585889,1740063600000
21912.93698867017,21959.02075250272,21998.31517868634,21910.32230206615,1740067200000
21959.03879535239,21967.13767815585,22018.87996720692,21953.10386185037,1740070800000
21965.87435673592,21993.5480350019,21999.6641640113,21955.54164272098,1740074400000
21993.18549169357,22042.49086504549,22049.18319301281,21983.08659473728,1740078000000
22042.63023072871,22069.8701495592,22073.47967648324,22010.66995844063,1740081600000
22068.50603639276,22068.05712547346,22068.50603639276,22067.50738129589,1740085200000
22110.54251392847,22025.66085234712,22115.20554223822,22025.49440455319,1740146400000
22006.60330530739,21934.38530567349,22041.57873886863,21877.44940617343,1740150000000
21937.80586610101,21914.35896087471,21959.26367269752,21900.46117698245,1740153600000
21913.91191632334,21784.61082508324,21929.96921029345,21771.70717969626,1740157200000
21784.38067666995,21704.33393663186,21785.31224379657,21699.72278260363,1740160800000
21705.07071523115,21621.41139516523,21714.43974251709,21601.03462672012,1740164400000
21621.64596774013,21616.78594838579,21648.79517910992,21597.1556423116,1740168000000
21611.81774435024,21614.07949713168,21614.07949713168,21611.81774435024,1740171600000
21669.35784583799,21498.44339812049,21727.57941994572,21494.39219199612,1740405600000
21498.19052455548,21425.01924061709,21512.47887429203,21369.41486908833,1740409200000
21425.66255826432,21514.18417637532,21558.82272531445,21413.67436125661,1740412800000
21513.95527009111,21544.75433698975,21594.73473743754,21509.54918181151,1740416400000
21544.82684522634,21542.59486113122,21592.82710143839,21534.46273052509,1740420000000
21542.44406548661,21485.31926831356,21569.94109662329,21475.49206596231,1740423600000
21487.19001335826,21355.15498357754,21501.16110082664,21341.95762863823,1740427200000
21350.60713197681,21352.07964335409,21352.07964335409,21350.60713197681,1740430800000
21318.77336810499,21195.0200662526,21326.80923690272,21150.80409195551,1740492000000
21197.6801254176,21043.84076623096,21197.6801254176,20969.18501588792,1740495600000
21047.09449102904,21112.42543285527,21137.07830983514,20930.57753977723,1740499200000
21109.24840166085,21155.8519670671,21160.32040458188,21051.02193787856,1740502800000
21156.16365979297,21136.85159585671,21214.71948659897,21105.00191726937,1740506400000
21135.28721543446,21137.68984447487,21147.82517712852,21063.30072796122,1740510000000
21135.81433320492,21090.60890737033,21196.63568532998,21057.80167995685,1740513600000
21088.57118170737,21087.24528948997,21088.57118170737,21087.2381727304,1740517200000
21170.50609281005,21246.33075668952,21257.12873402247,21140.55106720474,1740578400000
21246.29847190892,21295.00811718071,21311.7187061367,21212.29955422441,1740582000000
21296.41869457288,21291.68476595191,21350.51934054657,21286.56546974026,1740585600000
21293.23075330223,21193.80149507728,21348.41332887186,21178.33544075182,1740589200000
21192.6026635437,21048.5882549859,21199.71907062912,21032.24174708901,1740592800000
21047.44685258358,21037.37413686587,21112.99134737393,21012.6154428252,1740596400000
21038.76975597618,21137.45076956335,21164.09688902094,21025.89814611356,1740600000000
21136.4779244935,21132.9190611468,21136.4779244935,21132.9190611468,1740603600000
21281.3567110409,20959.36962287458,21323.90574116559,20944.1954983713,1740664800000
20956.71562641475,20966.83364087994,21107.42968897386,20851.56805845837,1740668400000
20967.54574977501,20953.46457457303,21102.28124879113,20947.05832496454,1740672000000
20956.20994857743,20982.72482558817,21017.18917109706,20909.40206294449,1740675600000
20982.33670310095,20998.87363032329,21061.98587053095,20979.66333847811,1740679200000
21000.29791728451,20781.7369722534,21001.28663024764,20747.68192694628,1740682800000
20783.86551861814,20553.30226627798,20786.3203772108,20540.68042535907,1740686400000
20551.02792721583,20550.95323859004,20551.02792721583,20550.83194865814,1740690000000
20518.65002727636,20541.96597542044,20585.41171932281,20407.4495919248,1740751200000
20540.22485535652,20715.6246114846,20731.55897854589,20516.9281753987,1740754800000
20714.45065895183,20650.58117862897,20727.88992477627,20582.03724610088,1740758400000
20650.2549835481,20493.12959424151,20696.87990612284,20492.82505854181,1740762000000
20492.95722827336,20498.18950543888,20609.24020484776,20441.94735161402,1740765600000
20497.58499886317,20661.68665166542,20669.44399069989,20494.45333067641,1740769200000
20661.66648356625,20874.93121501995,20900.76788385503,20641.30359487596,1740772800000
20887.51967360971,20884.40809494124,20887.51967360971,20884.40809494124,1740776400000
20989.57578190941,20786.5377249162,21073.80329354109,20783.84126005586,1741010400000
20783.18162196888,20814.17082030707,20941.2645771101,20721.37409503581,1741014000000
20824.94709280497,20877.74652030308,20936.71615825038,20791.41790957792,1741017600000
20874.89260889907,20805.87570958102,20913.59260839744,20784.06992900503,1741021200000
20805.41419828037,20704.66988166429,20810.47365381524,20614.9104579292,1741024800000
20701.81566948059,20563.33575137889,20769.496081345,20562.59401213249,1741028400000
20563.1551560956,20430.67897164592,20563.1551560956,20279.49731931844,1741032000000
20430.24666208012,20425.58402721583,20430.24666208012,20425.58402721583,1741035600000
20281.88511734352,20192.85731998775,20376.45414512769,20190.12285836294,1741096800000
20193.39173439858,20154.22250844772,20211.58497158697,20034.67673902768,1741100400000
20151.71002741164,20255.53051895999,20291.99049937172,20066.17119038426,1741104000000
20256.79703972294,20294.27752477055,20384.84383583175,20225.56768684946,1741107600000
20293.80824529499,20459.3197496274,20478.85408383607,20276.22744183102,1741111200000
20459.14370858011,20580.60505182595,20585.6511249916,20458.2066703175,1741114800000
20580.38370321425,20350.58051021925,20688.46324864593,20282.78268309666,1741118400000
20352.89034962001,20352.52801406207,20352.89034962001,20352.52801406207,1741122000000
20363.22357682337,20277.43830013807,20418.3076091572,20237.40055503368,1741183200000
20311.68349628107,20355.43404886699,20452.12346487466,20269.87827276229,1741186800000
20354.38172044606,20305.12701842215,20354.38172044606,20182.57308091054,1741190400000
20301.58170652805,20532.69714035488,20535.29918685792,20297.20253816721,1741194000000
20532.40371659967,20552.74774361012,20554.71389781422,20416.35699153075,1741197600000
20550.40693631554,20614.84325635173,20671.51467530077,20525.29909104486,1741201200000
20615.01104329101,20623.00116340115,20688.71956855905,20570.69438210385,1741204800000
20628.57269060955,20628.46449939543,20628.57269060955,20628.46449939543,1741208400000
20231.73850249192,20252.06749780741,20303.72058976756,20197.6150655521,1741269600000
20247.17650414043,20396.58582896897,20473.4049234445,20225.3657228153,1741273200000
20400.11676032197,20219.5684141504,20456.19389331325,20217.7918284987,1741276800000
20219.25847339148,20139.4364580355,20237.88870026752,20061.28810355608,1741280400000
20138.54179791687,20086.34649488462,20170.92879970379,20012.69308100995,1741284000000
20085.69397172654,20018.79213166531,20166.57320649725,19968.555958604,1741287600000
20014.97455646523,20051.74360828668,20114.01389645769,19998.73178831194,1741291200000
20052.60604036951,20052.63485603972,20052.63485603972,20052.60604036951,1741294800000
20015.61516795509,20108.42622413112,20207.85479545161,20002.76194130222,1741356000000
20109.82977194549,19987.21611751899,20156.13916239659,19858.70081821288,1741359600000
19985.49527290522,19798.80538048335,19995.95046524265,19736.80615460991,1741363200000
19801.72765874347,19917.75404425061,20046.67160281427,19747.40149676964,1741366800000
19918.52828493375,20137.34137599759,20144.03670014053,19918.38083043757,1741370400000
20138.84503980574,20164.15103653677,20241.63388811912,20096.1560180637,1741374000000
20162.42502973541,20197.45963508606,20253.21706395988,20073.65654571202,1741377600000
20198.62586597989,20201.3725088254,20201.3725088254,20198.62586597989,1741381200000
19826.95950971211,19758.79398747003,19867.08380415572,19720.60305505914,1741611600000
19755.2159932454,19521.35839874619,19755.2159932454,19491.9081985869,1741615200000
19521.78587570294,19557.22542545187,19672.15290721903,19521.07625326546,1741618800000
19555.49966285771,19513.05149966441,19604.6523562348,19494.18350465417,1741622400000
19513.49403000672,19413.22433411077,19520.51499846383,19393.50408329951,1741626000000
19412.07462181655,19308.67369625155,19460.61328082382,19304.05336499054,1741629600000
19306.61661833852,19432.38841277074,19517.10401227435,19243.30940044032,1741633200000
19433.01020990906,19430.95271333892,19433.01020990906,19430.95271333892,1741636800000
19405.51900308982,19494.82715631603,19573.10623970527,19362.60529387187,1741698000000
19479.22232747118,19288.75405349297,19583.10445090843,19239.40996356596,1741701600000
19282.50542386292,19396.67968624671,19517.09721256203,19262.5486095582,1741705200000
19396.80915594177,19297.802389939,19415.31761013651,19273.11432529732,1741708800000
19297.76420024113,19291.84561496672,19338.04921851464,19180.55722292055,1741712400000
19293.15898316253,19611.57522507528,19659.4270361581,19291.60974610818,1741716000000
19613.12649788864,19375.0627427258,19648.74249129635,19369.71859480076,1741719600000
19369.93962102784,19376.95981186998,19376.95981186998,19369.93962102784,1741723200000
19663.38734503915,19620.03049476517,19756.08685732149,19574.0460352015,1741784400000
19620.43012201802,19451.38981458799,19700.80781228845,19451.11349597688,1741788000000
19454.12476170925,19609.18375700717,19611.16528735564,19375.25362617691,1741791600000
19609.27452684788,19610.10246529763,19704.38783558624,19570.41147682879,1741795200000
19612.37977616584,19516.56499370072,19693.26080315383,19516.56499370072,1741798800000
19518.08540918937,19657.14995882893,19682.41405121975,19513.60030886003,1741802400000
19655.5957960327,19592.40954168363,19655.5957960327,19539.47337603106,1741806000000
19594.21885366228,19596.0201807626,19596.0201807626,19594.21885366228,1741809600000
19534.37378101279,19347.80922502364,19558.56026138378,19324.29068684023,1741870800000
19345.13333879638,19406.84782867399,19542.74745968339,19306.32938546726,1741874400000
19411.84995969203,19275.80899737051,19455.481352925,19264.03585367827,1741878000000
19276.64598189088,19265.11531788762,19367.16777358798,19225.99708569907,1741881600000
19264.86342627083,19172.25286980452,19285.50749934751,19152.56879948969,1741885200000
19169.97417289279,19342.97681235655,19354.66459911376,19169.3047200602,1741888800000
19341.31567531349,19226.62533258819,19372.96697487722,19168.14877358924,1741892400000
19227.02355611134,19225.48268310119,19227.02355611134,19225.48268310119,1741896000000
19458.88989288072,19524.51912102736,19601.83090541309,19458.88989288072,1741957200000
19494.44019693231,19590.26931590066,19590.26931590066,19436.04168896565,1741960800000
19593.24990438022,19662.91102401756,19687.40677654292,19583.3301327424,1741964400000
19663.7670654568,19672.27473291797,19688.02920646873,19593.08368398834,1741968000000
19661.30475927046,19614.28579691293,19690.32302917318,19605.41298539162,1741971600000
19614.48418093316,19657.85195501412,19685.14493835839,19597.68347490132,1741975200000
19656.21481895558,19697.89078324281,19729.20855884155,19638.07672068184,1741978800000
19699.20460541907,19704.63559752488,19704.63559752488,19699.20460541907,1741982400000
19670.68823382094,19774.32726109912,19833.35168908799,19668.44492881934,1742216400000
19768.26278808331,19669.60377370456,19799.50339524954,19660.62866241561,1742220000000
19672.95604334152,19667.04932358184,19717.62677333954,19622.47042752069,1742223600000
19666.85473418187,19686.49407607245,19727.75578230639,19646.41253858128,1742227200000
19686.68085737988,19804.34550540506,19817.9684586822,19664.99642893133,1742230800000
19804.03831959899,19926.16104196638,19943.80596224221,19803.67964172699,1742234400000
19926.09625457048,19816.01805534566,19930.16182509465,19811.18055327852,1742238000000
19812.80647759942,19812.23548995235,19812.80647759942,19812.23548995235,1742241600000
19657.09709016111,19459.50809315676,19676.0506036671,19445.23983467938,1742302800000
19459.59029141227,19466.29878076342,19516.80323420939,19430.00659215758,1742306400000
19467.72817718568,19446.85585473711,19483.08102081635,19397.07492056956,1742310000000
19446.4274652926,19521.00865529851,19535.98210790876,19439.43493191091,1742313600000
19519.28396703399,19497.13505701292,19532.07752700083,19454.84620167233,1742317200000
19496.65257031119,19532.9599649942,19564.59937464202,19448.96707486054,1742320800000
19531.53144868261,19486.68362199491,19536.23109676319,19448.96025355068,1742324400000
19486.60808408861,19483.35962129859,19486.60808408861,19483.35962129859,1742328000000
19576.32043056651,19609.78978640691,19627.52727092205,19497.79114571031,1742389200000
19610.76918167587,19584.21651905305,19682.82150516435,19582.09833215411,1742392800000
19584.20380519079,19702.04790381349,19718.59759813699,19578.66525069847,1742396400000
19702.53466915724,19659.85321328067,19718.36166022406,19644.94524082663,1742400000000
19659.80495729828,19600.27583617602,19668.06515739828,19578.75995777931,1742403600000
19588.43783103909,19806.61518691846,19809.4345625339,19573.81666222257,1742407200000
19804.55779819159,19736.72712668461,19921.61989562855,19722.93663484556,1742410800000
19735.83936196537,19736.6616233261,19736.6616233261,19735.83936196537,1742414400000
19558.27520855029,19723.96247988345,19724.64874212297,19549.31433473042,1742475600000
19717.90634071047,19833.26545545323,19888.85289889571,19716.76843747245,1742479200000
19833.45776184937,19777.41751958029,19849.24440447723,19760.87672642622,1742482800000
19775.57027511231,19665.75863561266,19823.44482169561,19657.01914152695,1742486400000
19664.88998579261,19641.80865101971,19727.53589160418,19624.56546074128,1742490000000
19642.68194423189,19614.61543852444,19686.38679870968,19591.89307654108,1742493600000
19613.4486678029,19673.9416926713,19710.97659662558,19613.10568761544,1742497200000
19675.38518559485,19677.60865946635,19677.60865946635,19675.38518559485,1742500800000
19466.4439362133,19523.7427741251,19547.67655648793,19409.18363936928,1742562000000
19527.41759849503,19593.21087483578,19593.45526976011,19472.04255262393,1742565600000
19594.20739904248,19514.45476555358,19609.86443662427,19486.66242162295,1742569200000
19511.45521926581,19690.16898577622,19690.16898577622,19488.3299645618,1742572800000
19688.94641698144,19654.37949228508,19691.30011208693,19604.17871855838,1742576400000
19654.25332058699,19657.15439412024,19681.27823799924,19635.15990329423,1742580000000
19657.41414061954,19751.31226241486,19767.97986354727,19611.94442117399,1742583600000
19753.76945928573,19753.96560467944,19753.96560467944,19753.76945928573,1742587200000
20041.20639482566,20113.98780599431,20134.01174601873,20024.9706900146,1742821200000
20114.47970860087,20143.37234586799,20153.48829471183,20069.99429655557,1742824800000
20143.35697454958,20149.12703935746,20165.90317037795,20124.14144443821,1742828400000
20148.74854535809,20136.4756556178,20171.73135600298,20117.8683121978,1742832000000
20136.42420911785,20134.00666181811,20140.8931340451,20107.10266727203,1742835600000
20134.5558415261,20160.45925346821,20162.78143945852,20104.8451294856,1742839200000
20161.09016909791,20169.27081107574,20208.84202487938,20155.73713496539,1742842800000
20173.90108573673,20180.44473528553,20180.44473528553,20173.90108573673,1742846400000
20196.49762991761,20215.6774323405,20228.04978491036,20164.06730844205,1742907600000
20218.06938742988,20276.57609551289,20288.98470793035,20173.03194488436,1742911200000
20276.12173474432,20240.2391936465,20292.19438156004,20231.4722428944,1742914800000
20240.80141695999,20248.63501000109,20259.61952436223,20218.00734063716,1742918400000
20248.81923942014,20213.70233662876,20278.68388761079,20205.11213813032,1742922000000
20213.33063919099,20224.84509988611,20252.26385641755,20204.66966181879,1742925600000
20224.05561639649,20287.65529165162,20290.99147041031,20224.05561639649,1742929200000
20286.67260780717,20287.82625720161,20287.82625720161,20286.67260780717,1742932800000
20239.04518792482,20120.8754578699,20270.18859686729,20110.74480336383,1742994000000
20119.40634587828,20100.46069018563,20152.15399915748,20031.14005982844,1742997600000
20100.58254030578,19995.58334778712,20122.50557297981,19980.54338365197,1743001200000
19994.75118479634,19934.88125619242,20018.95685174915,19929.60293692134,1743004800000
19934.82294798737,19888.10358213775,19959.7772562825,19879.25827705839,1743008400000
19889.43170748413,19859.20823052586,19948.29008345265,19855.92764089154,1743012000000
19858.95773372862,19918.07822975224,19934.26198552103,19848.49441671223,1743015600000
19915.79487389039,19916.99152607617,19916.99152607617,19915.79487389039,1743019200000
19814.60858406333,19872.65541123558,19885.9710709007,19740.21771201374,1743080400000
19868.26817458914,19996.44884142761,20003.35986113673,19830.33919702034,1743084000000
19996.66977076723,19851.2675590594,19998.64422812285,19848.64994453843,1743087600000
19851.59143665302,19815.63493952408,19953.44790380246,19815.1859973893,1743091200000
19815.44474155164,19819.00359901339,19869.97417156652,19811.10342429549,1743094800000
19819.08673003782,19850.43154441029,19911.97981633574,19817.73763962984,1743098400000
19850.69593374945,19795.78343225321,19933.22459551117,19782.63898275757,1743102000000
19796.87289230598,19798.62194108388,19798.62194108388,19796.87289230598,1743105600000
19718.45675303426,19671.2075356967,19752.45292854179,19661.57476103679,1743166800000
19650.57982160855,19417.18915503865,19686.91916677186,19399.35321778419,1743170400000
19418.61913750992,19361.9701564034,19444.86835712559,19361.9701564034,1743174000000
19360.5587908877,19309.84360346093,19396.57181728662,19305.89846664636,1743177600000
19309.13511148812,19302.45816699501,19314.857893097,19261.11652176654,1743181200000
19301.00791218417,19301.2419105407,19336.72236386558,19266.22375312151,1743184800000
19301.7117320053,19279.00769600516,19322.79801164742,19241.5384016913,1743188400000
19279.64855584538,19281.39961596051,19281.39961596051,19279.64855584538,1743192000000
18998.54044135684,18915.89742483395,19003.71505764367,18799.19654399373,1743426000000
18913.46549610774,18959.89616118695,18989.57536314071,18879.28020222751,1743429600000
18963.56454559183,19045.47994713608,19083.87085415868,18943.80662785841,1743433200000
19045.59957308201,19041.26110724391,19105.58572821252,19001.54777715076,1743436800000
19041.02948218999,19049.16790602745,19126.56257626421,19035.11122800468,1743440400000
19049.04767842767,19176.28977445431,19236.76122739728,19046.08669981957,1743444000000
19175.70459206306,19273.90973793752,19316.06527898554,19174.55308023601,1743447600000
19273.89158477384,19278.44689257005,19278.44689257005,19273.89158477384,1743451200000
19192.77326422561,19252.84978692674,19290.9144278559,19175.06676159954,1743512400000
19236.49069813117,19343.37965654035,19345.27260949651,19095.17203650799,1743516000000
19342.77218603334,19419.05141063157,19430.36974133148,19334.56446257706,1743519600000
19419.79112953838,19393.91081255716,19468.62409112723,19331.12169232178,1743523200000
19394.35863719592,19336.12742226398,19406.887110504,19333.31232411653,1743526800000
19336.47483153957,19274.39598326339,19340.02141455724,19218.37631154976,1743530400000
19271.03406669767,19435.98535347885,19452.40379357984,19268.50764699465,1743534000000
19434.32439339926,19436.42249147307,19436.42249147307,19434.32439339926,1743537600000
19182.39106378506,19368.58744124279,19408.32677413316,19157.19977380251,1743598800000
19350.43507280637,19459.31069577708,19462.69036027781,19327.03930818376,1743602400000
19455.1287450975,19497.8546287768,19539.72866065996,19410.38699288989,1743606000000
19497.55691966375,19638.62709175916,19650.06275785661,19490.97704867089,1743609600000
19638.43313283768,19567.59479794521,19707.33806375946,19546.29764505072,1743613200000
19567.25157695099,19439.6974507505,19580.69403257408,19437.74247698813,1743616800000
19439.91073494262,19578.5558162506,19613.94573316902,19439.91073494262,1743620400000
19577.38719272826,19581.77663031767,19581.77663031767,19577.38719272826,1743624000000
18774.14758721503,18825.19601612709,18902.0709544543,18774.14758721503,1743685200000
18796.69814707426,18606.6367708425,18832.57111555844,18600.93608583341,1743688800000
18603.96503187409,18727.08722101329,18766.77866337319,18561.87713027204,1743692400000
18725.82588728194,18708.90339583556,18817.42511912727,18698.26010396602,1743696000000
18710.90677474557,18654.94869180689,18751.45430055413,18654.76245522349,1743699600000
18654.35120489266,18688.29909587605,18697.87791921966,18595.64684811744,1743703200000
18686.79459826221,18517.13549277303,18694.81993123516,18502.97297549931,1743706800000
18519.38231121278,18521.47526997387,18521.47526997387,18519.38231121278,1743710400000
18022.15535097007,18043.50534990509,18089.24643388504,17858.26353956192,1743771600000
18042.55924819461,17713.89336711971,18042.55924819461,17514.97136526583,1743775200000
17707.23758309877,17735.89798764782,17993.34741952129,17687.65574144242,1743778800000
17736.89601488751,17613.14771562137,17824.54668609515,17573.6929843776,1743782400000
17611.02942233966,17719.63573899329,17719.63573899329,17480.81960574317,1743786000000
17720.18431203197,17484.78977669704,17765.38089991128,17413.46835269369,1743789600000
17484.51774372671,17402.37242132396,17724.59876333564,17387.83388974919,1743793200000
17395.47800104423,17397.69503634454,17397.69503634454,17395.47800104423,1743796800000
16771.76598367593,17130.78605136945,17150.19747851361,16542.19918806127,1744030800000
17127.00176670802,17528.79196371794,18191.50336984086,17034.09600146297,1744034400000
17524.73540040518,17261.25596388071,17652.68192855663,17039.97931084175,1744038000000
17256.21104938388,17121.21512128165,17347.97228121524,17090.69797305429,1744041600000
17120.06485361138,17640.25805174616,17644.68380045992,17120.06485361138,1744045200000
17638.87908921322,17391.14268118286,17671.51071657249,17366.1674704519,1744048800000
17391.50206071822,17418.23122190728,17514.33110983794,17274.06407722144,1744052400000
17433.79383834527,17430.68228979521,17433.79383834527,17430.68228979521,1744056000000
18034.46119071326,18105.01335627348,18120.45300901376,17931.21453840584,1744117200000
18102.50065643253,17983.38049912115,18207.0075442584,17979.12932655183,1744120800000
17981.23486572945,17909.90551288193,18035.15640932814,17818.59636600635,1744124400000
17906.93445591443,17525.87561500393,17924.8161001286,17524.95866215324,1744128000000
17525.60005337244,17533.73189674004,17608.86692874811,17357.12311750812,1744131600000
17533.03253499615,17314.37269349172,17554.6864443384,17313.08182965685,1744135200000
17312.99409185605,17104.4172784063,17325.18617773008,16850.18182141896,1744138800000
17107.71012962941,17090.40147357418,17107.71012962941,17090.40147357418,1744142400000
17116.52701682381,17324.00555556508,17411.70603664156,17082.35481772496,1744203600000
17312.73274818915,17094.52032245129,17456.42738573428,17094.05955548704,1744207200000
17094.69917544003,17187.42840535971,17321.46719118121,17090.06670712465,1744210800000
17188.90472150519,17397.85661350272,17441.5807885716,17153.31934359155,1744214400000
17397.97336244166,18725.35396605195,18739.89555317883,17307.860307147,1744218000000
18724.24145660394,18626.7992732177,18953.52548278421,18610.44271848392,1744221600000
18621.16829684881,19122.23761712668,19234.01839306736,18566.19182987878,1744225200000
19128.99933309258,19145.06228905321,19145.06228905321,19128.99933309258,1744228800000
18626.10999629354,18518.42909968551,18710.58137037146,18518.18874646932,1744290000000
18516.49674195605,18444.12959424411,18647.59071739529,18430.15295779656,1744293600000
18442.12258287689,18141.58779666542,18528.97579665113,18124.21254029594,1744297200000
18140.35112453962,18171.30649755589,18187.82907958842,17794.49681131542,1744300800000
18170.29254795765,18323.25020277236,18363.81884165589,17909.92015635765,1744304400000
18323.42567844599,18403.51334508877,18519.53290184818,18173.31128910595,1744308000000
18402.76689407846,18344.36394775024,18508.13661054212,18105.53711893501,1744311600000
18342.66052769831,18343.57249835075,18343.57249835075,18342.66052769831,1744315200000
18309.28725091007,18428.48037566108,18502.75773417579,18227.9548925889,1744376400000
18409.81743362808,18286.12090695297,18472.53274185028,18153.3243490001,1744380000000
18283.91401017534,18422.75368327581,18431.98865404433,18199.01848849892,1744383600000
18424.22482029728,18597.79821651623,18638.68759027208,18400.83533102493,1744387200000
18596.98439645796,18680.77915087966,18728.95355071547,18467.93605773762,1744390800000
18679.25432463954,18596.74965579868,18691.68039141051,18580.18879732415,1744394400000
18597.67554597524,18682.45506073058,18720.59128640482,18597.67554597524,1744398000000
18679.42445670185,18690.05443330001,18690.05443330001,18679.42445670185,1744401600000
19095.49013819189,18913.96063244109,19115.1518465549,18859.87883763294,1744635600000
18916.13113984129,18991.79797703055,19048.14432553931,18902.02905611131,1744639200000
18990.62661487823,18697.88976836744,19005.52057261129,18670.71722034359,1744642800000
18697.87709535378,18654.50908351454,18755.05025484555,18614.75458752395,1744646400000
18655.12182407958,18802.55997876082,18809.21769352651,18647.31942415825,1744650000000
18802.12959408283,18873.07929491727,18901.17638698252,18800.98896659692,1744653600000
18873.12279503894,18796.72579976512,18951.73480019513,18782.00920688058,1744657200000
18796.77907669506,18796.02073961901,18796.77907669506,18796.02073961901,1744660800000
18831.97674736497,18934.86701712191,18974.10308283281,18829.40029076933,1744722000000
18934.85895903312,18885.36684615825,19004.17314489045,18802.49871775128,1744725600000
18885.61677481521,18909.68604436905,18948.41551449799,18853.23527825793,1744729200000
18909.83668697308,18831.20601127425,18948.30542836865,18814.46544767115,1744732800000
18829.62206683272,18816.35299705442,18869.06389657706,18778.71043248533,1744736400000
