o,c,h,l,t
20679.98167067265,20592.910787941,20684.56511190389,20583.50233941611,1731679200000
20598.22659489283,20465.45380296287,20599.0938693849,20452.70695767812,1731682800000
20464.63527861125,20399.36119953606,20495.53170943952,20387.16158396514,1731686400000
20399.45288870368,20392.0563479901,20417.31446257617,20357.26202553317,1731690000000
20391.97051501499,20336.64275119474,20393.93476629736,20315.07836815006,1731693600000
20337.4045957224,20366.29401445606,20397.76943249751,20326.54312647296,1731697200000
20366.99922324832,20393.33329720898,20410.88754106102,20355.1458339583,1731700800000
20390.97430763075,20394.13326948533,20394.13326948533,20390.97430763075,1731704400000
20450.20481966368,20428.43892888976,20471.18567804997,20401.25732890282,1731938400000
20430.74831683416,20579.84184501638,20594.35782978186,20424.72499768957,1731942000000
20579.90328698086,20563.35581818425,20622.2806545194,20545.41976979137,1731945600000
20563.40077022212,20562.45395552978,20571.40447071411,20521.13894106013,1731949200000
20562.56486645379,20562.3431557305,20569.35036180112,20503.72357241355,1731952800000
20561.89637039403,20543.09061085079,20561.96424655761,20497.03601328619,1731956400000
20541.38347835408,20539.44351687749,20561.07871999054,20515.74983929805,1731960000000
20539.08443021817,20539.19157340101,20539.19157340101,20539.08443021817,1731963600000
20435.67635333792,20465.88197641534,20496.60538791705,20423.30091569019,1732024800000
20466.62716961582,20548.88106316793,20565.31788581541,20439.48043566545,1732028400000
20548.50400529616,20579.89706117975,20606.51019312903,20548.32100446829,1732032000000
20580.15805689226,20604.12438271367,20614.23871728535,20555.90921203658,1732035600000
20604.18834600027,20689.62249184149,20696.46624990783,20590.94618085927,1732039200000
20689.77943512877,20648.94603317285,20695.38461252489,20621.72716191812,1732042800000
20648.83260562101,20681.27012284994,20690.2215830537,20639.30653278484,1732046400000
20683.92850839357,20684.5934675527,20684.5934675527,20683.92850839357,1732050000000
20660.83886417593,20531.78097145647,20667.98658492288,20530.19671665806,1732111200000
20532.19318221401,20541.92918018318,20563.32969027887,20402.54511375752,1732114800000
20541.83531314045,20604.07714454762,20619.90755109355,20467.71472237002,1732118400000
20603.24735116994,20526.86960251266,20618.68692053849,20502.82767915178,1732122000000
20526.31193293314,20507.44691995464,20544.86516786704,20478.46773445752,1732125600000
20506.23496061163,20526.49583854587,20543.06081599761,20477.2654191512,1732129200000
20526.43572553564,20667.93184505549,20676.5698670899,20515.54757202861,1732132800000
20666.91213746558,20667.10423805289,20667.10423805289,20666.91213746558,1732136400000
20775.26995224934,20589.67630597331,20814.93155761322,20552.44130341265,1732197600000
20589.75811356231,20621.36081788794,20629.47936703878,20436.80162827698,1732201200000
20623.09633703494,20649.06863767529,20704.12266297326,20608.06545743946,1732204800000
20648.86608836286,20731.54821020037,20765.95073997606,20618.6405479682,1732208400000
20732.05509552716,20771.12790589496,20780.1691241695,20726.07820001202,1732212000000
20770.90071097595,20761.33091027132,20779.71010568782,20709.31309951922,1732215600000
20760.14452448705,20742.02365074185,20791.5035402761,20734.20161868792,1732219200000
20741.65414754944,20740.78072807625,20741.65414754944,20740.78072807625,1732222800000
20737.49029607312,20777.02420118916,20787.34212113471,20707.57043508769,1732284000000
20776.51195999978,20765.09269785059,20777.31993616484,20655.72073025063,1732287600000
20764.68341707163,20737.04596017651,20769.37860551601,20672.27658310627,1732291200000
20737.09466780213,20775.47541060313,20782.96774132615,20725.13552391684,1732294800000
20775.4381776227,20769.00793783753,20797.23659855172,20748.83803384318,1732298400000
20768.90183189617,20767.92695143341,20772.80799904799,20721.61964302775,1732302000000
20767.32958817385,20774.91205484015,20789.34317971024,20728.57571883864,1732305600000
20773.86884746764,20776.22955344169,20776.22955344169,20773.86884746764,1732309200000
20918.75797173788,20870.92527824959,20998.48470415798,20848.54914980367,1732543200000
20874.16248685512,20825.41995828328,20881.09023550513,20802.59337478596,1732546800000
20825.3194387398,20834.29704293919,20884.83525464969,20818.75498226177,1732550400000
20834.09492332169,20776.14320832571,20836.48196712321,20712.37985646053,1732554000000
20776.1780460739,20778.39215737957,20812.8132158858,20771.84227639202,1732557600000
20778.43964162106,20787.43002024045,20803.24638179749,20758.54319722328,1732561200000
20787.72085042753,20804.50752402931,20810.15743153805,20764.27152770097,1732564800000
20805.45069313221,20804.89264895686,20805.45069313221,20804.89264895686,1732568400000
20871.55331910961,20898.12943014109,20944.89827663122,20868.48941287282,1732629600000
20905.60527145584,20880.86077172241,20920.57569846474,20849.79410336982,1732633200000
20880.65456579455,20890.26446140312,20908.02555606462,20853.92454014104,1732636800000
20890.02940861788,20905.24038955959,20906.99769028774,20855.16459993015,1732640400000
20905.21876270383,20895.41081875019,20905.21876270383,20872.56276189236,1732644000000
20895.41696888962,20856.92846266716,20905.18535700807,20832.40367613505,1732647600000
20856.44616651378,20920.52775398006,20931.43906485045,20852.26035800007,1732651200000
20919.4745015433,20922.89801836044,20922.89801836044,20919.4745015433,1732654800000
20852.42763478048,20799.20217844222,20853.07872290832,20778.75531106764,1732716000000
20800.02967968365,20681.75473754672,20800.02967968365,20665.23342544801,1732719600000
20681.67142202618,20651.21437619885,20692.18164285058,20636.45553250331,1732723200000
20651.00009504478,20681.27527258586,20682.05508629713,20615.42038954329,1732726800000
20681.30353433693,20745.95389947927,20753.89017573277,20674.30914797658,1732730400000
20745.60118623557,20741.51681949837,20759.51978766508,20728.48672817689,1732734000000
20741.57600616317,20746.19736902543,20763.84041446246,20706.70142169264,1732737600000
20746.80102684668,20744.48802776409,20746.80102684668,20744.48802776409,1732741200000
20771.01967059693,20856.69273085198,20857.01737560796,20751.96393928636,1732888800000
20857.0259491907,20893.50285482525,20918.319610653,20849.88144591695,1732892400000
20893.74073507998,20935.44327283686,20943.90040985573,20893.74073507998,1732896000000
20935.56696601312,20930.03692450982,20956.30764428294,20918.32762288647,1732899600000
20930.71903689512,20930.36622929962,20930.71903689512,20930.36622929962,1732903200000
20971.75582890052,21093.96975499467,21107.06789321901,20971.75582890052,1733148000000
21098.11419925811,21097.95713559993,21140.70614712299,21085.19808114719,1733151600000
21098.30419649386,21167.81426162851,21177.38561116822,21098.09236178856,1733155200000
21167.8074281338,21168.93643691532,21201.02964897972,21166.85468316196,1733158800000
21168.95867814924,21153.13697176156,21172.01792342161,21138.72334133423,1733162400000
21153.01505152675,21160.04191516532,21161.02788461367,21119.70469106457,1733166000000
21159.83314795219,21164.7753905421,21183.63200397685,21145.75493818748,1733169600000
21164.74675364138,21164.59571368985,21164.74675364138,21164.59571368985,1733173200000
21106.51322928502,21150.41223717788,21154.67554008383,21081.80514934604,1733234400000
21152.81838668878,21152.8028909747,21179.84571875622,21112.59984099005,1733238000000
21153.16119735231,21153.10494828011,21206.28984098551,21146.3764603651,1733241600000
21152.97327012782,21187.04959015611,21189.17133314722,21138.4639446241,1733245200000
21186.93465993151,21178.61266657307,21191.65840832225,21162.8900701158,1733248800000
21178.40322929574,21203.30442243999,21208.46871716772,21171.56278701192,1733252400000
21203.02123247841,21228.52754434091,21235.78535786188,21185.87205573176,1733256000000
21228.63075604133,21229.31692919228,21229.31692919228,21228.63075604133,1733259600000
21361.813144413,21364.05004592309,21387.74355872456,21340.84102831232,1733320800000
21358.8784363415,21430.15348871304,21437.27060614949,21344.80156548675,1733324400000
21429.59651739708,21422.93159630527,21443.70111070866,21397.76368776066,1733328000000
21422.00623553671,21432.39762521378,21440.73266882853,21406.22962596408,1733331600000
21432.24541339616,21432.16295430027,21441.76032967127,21393.71784716017,1733335200000
21422.89517596287,21460.76708077012,21466.15954754138,21415.74394403478,1733338800000
21460.62065788457,21489.64899311878,21498.4411518691,21454.40769176604,1733342400000
21491.91326809289,21492.3620052235,21492.3620052235,21491.91326809289,1733346000000
21488.51897794929,21458.85292747025,21502.91526271801,21446.28168413341,1733407200000
21460.82101850854,21452.69254371296,21487.35239830698,21441.07584468984,1733410800000
21453.31025832463,21483.33097332209,21491.38113498266,21449.33119532086,1733414400000
21483.8815305593,21510.41404053602,21517.48815535613,21477.39505618038,1733418000000
21510.4303973615,21445.14502224589,21510.78415428855,21435.09487822863,1733421600000
21445.37945946343,21446.30128412893,21467.51344578777,21426.03200079069,1733425200000
21445.21695575091,21427.37386107192,21460.99805953379,21411.52875324878,1733428800000
21426.55314584104,21425.22250315143,21426.55314584104,21425.22250315143,1733432400000
21458.5811060836,21562.33810296495,21568.67912970768,21449.61563117086,1733493600000
21562.98974892217,21575.37426314283,21603.38830771761,21552.65035050151,1733497200000
21575.54202055888,21574.27702227528,21593.26904753097,21535.78968594566,1733500800000
21574.06182825564,21576.52585195463,21595.30061168438,21557.18656567612,1733504400000
21576.40408250053,21616.83530310195,21626.31339890066,21574.15636952854,1733508000000
21616.89217688126,21592.44274716297,21616.89217688126,21572.99231442617,1733511600000
21591.88936945631,21618.05977975726,21623.87247174984,21585.00806321871,1733515200000
21621.08383569131,21622.25423778537,21622.25423778537,21621.08383569131,1733518800000
21573.76004385073,21589.42615189894,21609.98756430109,21538.84105315292,1733752800000
21587.41007550823,21470.41292419088,21593.98496194131,21466.12042469677,1733756400000
21470.52049735182,21478.17094864188,21487.47933348258,21401.37195229235,1733760000000
21475.25211225523,21447.34042294276,21482.66436488305,21447.34042294276,1733763600000
21448.15313944739,21491.46551854215,21509.54808319283,21436.41290535616,1733767200000
21491.73060865989,21437.78120378602,21491.73060865989,21408.17966513976,1733770800000
21437.56783512103,21445.16318368346,21446.09883847396,21400.76754459106,1733774400000
21441.21109428508,21440.81984321855,21441.21109428508,21440.81984321855,1733778000000
21492.5085543379,21513.78406020307,21553.49744521434,21467.70896445973,1733839200000
21513.59126079975,21468.69142690495,21567.01779597093,21463.61069395815,1733842800000
21468.90187343194,21444.572194159,21474.93629627744,21407.57892528087,1733846400000
21444.46456503274,21432.37318285888,21461.80031938642,21405.60997467586,1733850000000
21432.34604174452,21412.25302248741,21443.81041957605,21409.47777946952,1733853600000
21412.29067018926,21369.95157000603,21417.88984251444,21357.09482481913,1733857200000
21369.70971270263,21370.08239306443,21373.02825003099,21313.27372739732,1733860800000
21369.45463772147,21368.18054217044,21369.45463772147,21368.18054217044,1733864400000
21540.37754809002,21662.57239991407,21663.89912099932,21533.89074629302,1733925600000
21662.98128265497,21659.5010419418,21698.76057765119,21636.43658056517,1733929200000
21659.1150880629,21721.15858878582,21728.28013168782,21653.62717325635,1733932800000
21721.08851328034,21744.00667331647,21752.62172146857,21720.43435341116,1733936400000
21743.29353423644,21757.64975754899,21773.62223819174,21742.05839560716,1733940000000
21757.53554757202,21762.53100793787,21773.30108934969,21744.20264730206,1733943600000
21763.00531521231,21762.10487610874,21784.71347481479,21752.62031059193,1733947200000
21762.08725191371,21763.98403982394,21763.98403982394,21762.08725191371,1733950800000
21652.85204022004,21656.40612120561,21661.05672667438,21628.71570427573,1734012000000
21656.37645734698,21691.57780271176,21698.98537777229,21596.6647476392,1734015600000
21691.18272658243,21645.61793879531,21709.66070670429,21645.61793879531,1734019200000
21645.50426880921,21708.66314872387,21708.96757480649,21643.08553053878,1734022800000
21708.56282385528,21667.81003391205,21715.83311811607,21667.38198454505,1734026400000
21668.19851952695,21656.09463238943,21686.23578907087,21637.415184931,1734030000000
21655.43960886249,21618.33842710143,21658.01444440444,21618.33842710143,1734033600000
21615.45817914821,21615.27316012934,21615.45817914821,21615.27316012934,1734037200000
21789.64704555152,21858.2311812616,21886.74019979881,21780.26510350147,1734098400000
21862.68875520402,21665.34159242722,21864.06967478412,21665.10221118387,1734102000000
21665.75578720247,21679.07950232922,21733.74711196203,21646.08612906666,1734105600000
21677.89896588859,21666.65506088653,21720.1087125114,21660.31099332135,1734109200000
21666.59619058256,21752.4210531207,21756.55962512889,21665.34153822089,1734112800000
21752.56083736633,21779.87734891556,21794.06522948079,21740.62994490154,1734116400000
