timestamp,open,high,low,close,volume
2024-11-01 00:00:00+00:00,151.981002808,152.164001465,151.869003296,152.027999878,0
2024-11-01 01:00:00+00:00,152.020996094,152.291000366,151.914001465,152.113998413,0
2024-11-01 02:00:00+00:00,152.111999512,152.352996826,152.10899353,152.29800415,0
2024-11-01 03:00:00+00:00,152.29800415,152.42300415,152.240005493,152.416000366,0
2024-11-01 04:00:00+00:00,152.412002563,152.541000366,152.412002563,152.481994629,0
2024-11-01 05:00:00+00:00,152.481994629,152.651992798,152.401992798,152.541000366,0
2024-11-01 06:00:00+00:00,152.542007446,152.570007324,152.330993652,152.395996094,0
2024-11-01 07:00:00+00:00,152.389007568,152.580001831,152.197998047,152.542007446,0
2024-11-01 08:00:00+00:00,152.544998169,152.692001343,152.518005371,152.641998291,0
2024-11-01 09:00:00+00:00,152.628005981,152.832992554,152.557998657,152.776000977,0
2024-11-01 10:00:00+00:00,152.776992798,152.848007202,152.664001465,152.671005249,0
2024-11-01 11:00:00+00:00,152.671005249,152.800003052,152.585998535,152.669006348,0
2024-11-01 12:00:00+00:00,152.667999268,152.820007324,151.787002563,152.037994385,0
2024-11-01 13:00:00+00:00,152.037002563,152.488998413,151.968994141,152.363006592,0
2024-11-01 14:00:00+00:00,152.393005371,152.960998535,152.236999512,152.891998291,0
2024-11-01 15:00:00+00:00,152.893997192,153.067993164,152.798995972,152.944000244,0
2024-11-01 16:00:00+00:00,152.93800354,153.044006348,152.824005127,152.886001587,0
2024-11-01 17:00:00+00:00,152.888000488,153.067993164,152.854003906,152.908004761,0
2024-11-01 18:00:00+00:00,152.906997681,152.960998535,152.847000122,152.960998535,0
2024-11-01 19:00:00+00:00,152.960006714,153.020996094,152.932998657,152.968994141,0
2024-11-01 20:00:00+00:00,152.968002319,153.093994141,152.895996094,152.945999146,0
2024-11-04 00:00:00+00:00,152.287002563,152.287994385,151.998001099,152.067993164,0
2024-11-04 01:00:00+00:00,152.072006226,152.078994751,151.699996948,151.785995483,0
2024-11-04 02:00:00+00:00,151.785003662,151.964004517,151.766998291,151.807006836,0
2024-11-04 03:00:00+00:00,151.811004639,151.81199646,151.593994141,151.73399353,0
2024-11-04 04:00:00+00:00,151.73500061,151.856994629,151.68699646,151.817993164,0
2024-11-04 05:00:00+00:00,151.817993164,151.962997437,151.81199646,151.854003906,0
2024-11-04 06:00:00+00:00,151.845993042,152.154998779,151.792007446,152.147003174,0
2024-11-04 07:00:00+00:00,152.147003174,152.279006958,152.080001831,152.177001953,0
2024-11-04 08:00:00+00:00,152.17199707,152.227996826,151.960998535,152.089996338,0
2024-11-04 09:00:00+00:00,152.085998535,152.141998291,151.79800415,151.884994507,0
2024-11-04 10:00:00+00:00,151.884994507,152.011001587,151.748001099,151.809005737,0
2024-11-04 11:00:00+00:00,151.805999756,151.815002441,151.527999878,151.550003052,0
2024-11-04 12:00:00+00:00,151.550994873,151.824996948,151.542007446,151.809005737,0
2024-11-04 13:00:00+00:00,151.809997559,152.067001343,151.723999023,151.82800293,0
2024-11-04 14:00:00+00:00,151.830993652,151.970001221,151.621994019,151.811004639,0
2024-11-04 15:00:00+00:00,151.815002441,152.104003906,151.697998047,151.988006592,0
2024-11-04 16:00:00+00:00,151.990997314,152.156005859,151.92300415,152.022003174,0
2024-11-04 17:00:00+00:00,152.018005371,152.113998413,151.886993408,152.007995605,0
2024-11-04 18:00:00+00:00,152.011001587,152.197998047,151.981002808,152.055999756,0
2024-11-04 19:00:00+00:00,152.061004639,152.17199707,152.055999756,152.149002075,0
2024-11-04 20:00:00+00:00,152.147994995,152.179992676,152.097000122,152.149002075,0
2024-11-04 21:00:00+00:00,152.149002075,152.194000244,152.111999512,152.119003296,0
2024-11-04 22:00:00+00:00,152.119003296,152.158996582,152.067993164,152.11000061,0
2024-11-04 23:00:00+00:00,152.111999512,152.26499939,152.093002319,152.246994019,0
2024-11-05 00:00:00+00:00,152.272994995,152.399002075,152.106994629,152.281005859,0
2024-11-05 01:00:00+00:00,152.274002075,152.445007324,152.218994141,152.274993896,0
2024-11-05 02:00:00+00:00,152.268997192,152.294006348,152.160003662,152.255004883,0
2024-11-05 03:00:00+00:00,152.25100708,152.417007446,152.246002197,152.378005981,0
2024-11-05 04:00:00+00:00,152.380996704,152.498001099,152.378997803,152.464004517,0
2024-11-05 05:00:00+00:00,152.466003418,152.544006348,152.350997925,152.427001953,0
2024-11-05 06:00:00+00:00,152.427001953,152.447006226,152.259994507,152.345993042,0
2024-11-05 07:00:00+00:00,152.343002319,152.367004395,152.175994873,152.266998291,0
2024-11-05 08:00:00+00:00,152.270996094,152.386001587,152.164993286,152.184997559,0
2024-11-05 09:00:00+00:00,152.18800354,152.246002197,152.082000732,152.184005737,0
2024-11-05 10:00:00+00:00,152.179992676,152.272003174,152.134994507,152.255004883,0
2024-11-05 11:00:00+00:00,152.253005981,152.264007568,152.136993408,152.154006958,0
2024-11-05 12:00:00+00:00,152.152999878,152.339996338,152.080001831,152.287994385,0
2024-11-05 13:00:00+00:00,152.289001465,152.322998047,151.955001831,152.037994385,0
2024-11-05 14:00:00+00:00,152.044998169,152.117004395,151.768005371,151.81199646,0
2024-11-05 15:00:00+00:00,151.802001953,152.23399353,151.79800415,152.042007446,0
2024-11-05 16:00:00+00:00,152.042007446,152.095993042,151.897994995,151.960998535,0
2024-11-05 17:00:00+00:00,151.958999634,151.962005615,151.589996338,151.679992676,0
2024-11-05 18:00:00+00:00,151.679992676,151.697998047,151.363998413,151.555999756,0
2024-11-05 19:00:00+00:00,151.550003052,151.628997803,151.332000732,151.451004028,0
2024-11-05 20:00:00+00:00,151.45300293,151.546005249,151.386993408,151.527999878,0
2024-11-05 21:00:00+00:00,151.524002075,151.654998779,151.496002197,151.60899353,0
2024-11-05 22:00:00+00:00,151.604003906,151.664001465,151.470993042,151.591003418,0
2024-11-05 23:00:00+00:00,151.576004028,151.906005859,151.395996094,151.460998535,0
2024-11-06 00:00:00+00:00,151.442001343,152.921005249,151.281997681,152.916000366,0
2024-11-06 01:00:00+00:00,152.917007446,153.12399292,152.682006836,152.925003052,0
2024-11-06 02:00:00+00:00,152.925003052,154.111999512,152.867996216,154.050994873,0
2024-11-06 03:00:00+00:00,154.048995972,154.337997437,153.705001831,153.936004639,0
2024-11-06 04:00:00+00:00,153.934997559,154.089004517,153.440994263,153.555999756,0
2024-11-06 05:00:00+00:00,153.555999756,153.772003174,153.125,153.746002197,0
2024-11-06 06:00:00+00:00,153.742004395,154.380996704,153.660003662,154.048995972,0
2024-11-06 07:00:00+00:00,154.04699707,154.134002686,153.690002441,153.940002441,0
2024-11-06 08:00:00+00:00,153.93699646,154.14100647,153.809997559,153.897994995,0
2024-11-06 09:00:00+00:00,153.899993896,154.033004761,153.792999268,153.996002197,0
2024-11-06 10:00:00+00:00,153.998001099,154.180999756,153.867996216,154,0
2024-11-06 11:00:00+00:00,153.996994019,154.253997803,153.929992676,154.218994141,0
