timestamp,open,high,low,close,volume,quote_volume,taker_buy_quote
2025-05-01 00:00:00+00:00,-0.00069614,0.00055716,-0.0014406,-0.00019431,0,0,0
2025-05-01 01:00:00+00:00,-0.0006097,0.00052586,-0.00157668,9.046e-05,0,0,0
2025-05-01 02:00:00+00:00,0.00031827,0.00071591,-0.00148907,-0.00052772,0,0,0
2025-05-01 03:00:00+00:00,-0.00063619,0.00052981,-0.00127391,-0.00030981,0,0,0
2025-05-01 04:00:00+00:00,-0.00066448,0.00051563,-0.00127606,-0.00043177,0,0,0
2025-05-01 05:00:00+00:00,-0.00037072,0.00059778,-0.00125675,-0.00052586,0,0,0
2025-05-01 06:00:00+00:00,-0.00018453,0.00045547,-0.0012965,-0.00021593,0,0,0
2025-05-01 07:00:00+00:00,-0.00032234,0.00032894,-0.00135434,-0.00022895,0,0,0
2025-05-01 08:00:00+00:00,-0.00051954,0.00131864,-0.00158697,0.00018653,0,0,0
2025-05-01 09:00:00+00:00,0,0.0007481,-0.00114654,0.00029258,0,0,0
2025-05-01 10:00:00+00:00,0,0.00093652,-0.00138881,8.65e-05,0,0,0
2025-05-01 11:00:00+00:00,9.239e-05,0.00075585,-0.00117356,0,0,0,0
2025-05-01 12:00:00+00:00,-0.0002307,0.00062713,-0.00145475,-0.00021558,0,0,0
2025-05-01 13:00:00+00:00,0,0.00065189,-0.0014898,-0.00026404,0,0,0
2025-05-01 14:00:00+00:00,-0.00083826,0.00098626,-0.00128114,0,0,0,0
2025-05-01 15:00:00+00:00,0,0.00084767,-0.00134499,-2.221e-05,0,0,0
2025-05-01 16:00:00+00:00,-4.217e-05,0.00074979,-0.00129436,-0.00027877,0,0,0
2025-05-01 17:00:00+00:00,-0.00055201,0.0007374,-0.00105923,0.00021311,0,0,0
2025-05-01 18:00:00+00:00,0,0.00083433,-0.00109163,0,0,0,0
2025-05-01 19:00:00+00:00,0.0001234,0.00077484,-0.00106623,-0.00030804,0,0,0
2025-05-01 20:00:00+00:00,-0.00013236,0.00090257,-0.00110857,-6.868e-05,0,0,0
2025-05-01 21:00:00+00:00,-0.00048092,0.0011462,-0.00079018,0,0,0,0
2025-05-01 22:00:00+00:00,6.647e-05,0.00079655,-0.00116974,0,0,0,0
2025-05-01 23:00:00+00:00,6.545e-05,0.00050389,-0.00117054,-0.00032663,0,0,0
2025-05-02 00:00:00+00:00,-0.00089207,0.00075069,-0.00124647,0,0,0,0
2025-05-02 01:00:00+00:00,-0.00036984,0.00054533,-0.00144551,-0.00059379,0,0,0
2025-05-02 02:00:00+00:00,-0.00022839,0.00083496,-0.00125264,0,0,0,0
2025-05-02 03:00:00+00:00,-1.728e-05,0.00112941,-0.00114396,-0.00013052,0,0,0
2025-05-02 04:00:00+00:00,0,0.00032555,-0.0013786,-8.15e-06,0,0,0
2025-05-02 05:00:00+00:00,-9.836e-05,0.00039058,-0.00146463,-0.00075245,0,0,0
2025-05-02 06:00:00+00:00,0,0.00060988,-0.0013227,-7.766e-05,0,0,0
2025-05-02 07:00:00+00:00,-0.00027065,0.00024692,-0.00146161,0,0,0,0
2025-05-02 08:00:00+00:00,2.316e-05,0.00042109,-0.00115954,0,0,0,0
2025-05-02 09:00:00+00:00,-1.55e-06,0.00046147,-0.00150806,0,0,0,0
2025-05-02 10:00:00+00:00,-0.00011587,0.00067652,-0.00111948,-0.00017046,0,0,0
2025-05-02 11:00:00+00:00,0,0.00047134,-0.00118866,0,0,0,0
