candidateId,signalUtc,symbol,marketFamily,timeframe,direction,setupClass,entryMode,auditGoodOpportunity,planValid,entered,netR,stressNetR,grossR,mfeR,maeR,reason
BTC-USD|1h|2025-01-08T11:00:00+00:00|SHORT|BREAKOUT|1642,2025-01-08T11:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,retest_limit,False,True,True,0.5592561730735723,0.512427130516497,0.652914258187723,1.2086833431153103,0.3095059100585532,CLOSED
BTC-USD|1h|2025-01-08T11:00:00+00:00|SHORT|BREAKOUT|1642,2025-01-08T11:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,structure_confirmed_retest,False,True,True,0.29624203146455724,0.2574015390036913,0.37392301638628916,0.8358852348108322,0.4260526714256735,CLOSED
BTC-USD|1h|2025-01-08T16:00:00+00:00|LONG|SWEEP_RECLAIM|1647,2025-01-08T16:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,trigger_close,False,True,True,-1.523184540858495,-1.7847768112877422,-1.0,0.08582131636600188,5.315172818380518,CLOSED
BTC-USD|1h|2025-01-08T16:00:00+00:00|LONG|SWEEP_RECLAIM|1647,2025-01-08T16:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,retest_limit,False,True,True,-1.7543941446861173,-2.131591217029176,-1.0,0.5665944851232189,7.225818039982073,CLOSED
BTC-USD|1h|2025-01-08T16:00:00+00:00|LONG|SWEEP_RECLAIM|1647,2025-01-08T16:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,structure_confirmed_retest,False,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-08T17:00:00+00:00|SHORT|BREAKOUT|1648,2025-01-08T17:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,trigger_close,False,True,True,0.6707552917172318,0.6294209591615099,0.7534239568286757,0.8970738313064142,0.5709177802875577,CLOSED
BTC-USD|1h|2025-01-08T17:00:00+00:00|SHORT|BREAKOUT|1648,2025-01-08T17:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,retest_limit,False,True,True,0.671221201502372,0.6167131098735179,0.7802373847600802,1.0140292020709958,0.4384373310416598,CLOSED
BTC-USD|1h|2025-01-08T17:00:00+00:00|SHORT|BREAKOUT|1648,2025-01-08T17:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,structure_confirmed_retest,False,True,True,0.4073401727203172,0.36152290108422974,0.4989747159924921,0.6958293747897107,0.5271595521923849,CLOSED
BTC-USD|1h|2025-01-09T01:00:00+00:00|SHORT|PULLBACK|1656,2025-01-09T01:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,PULLBACK,trigger_close,True,True,True,0.8353898883904862,0.6895689295876859,1.1270318059960869,2.0880324990151147,0.0,CLOSED
BTC-USD|1h|2025-01-09T01:00:00+00:00|SHORT|PULLBACK|1656,2025-01-09T01:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,PULLBACK,retest_limit,True,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-09T01:00:00+00:00|SHORT|PULLBACK|1656,2025-01-09T01:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,PULLBACK,structure_confirmed_retest,True,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-09T08:00:00+00:00|LONG|SWEEP_RECLAIM|1663,2025-01-09T08:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,trigger_close,False,True,True,-1.5499753988712484,-1.8249630983068725,-1.0,2.2085778321813216,2.8714660051054404,CLOSED
BTC-USD|1h|2025-01-09T08:00:00+00:00|LONG|SWEEP_RECLAIM|1663,2025-01-09T08:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,retest_limit,False,True,True,-2.002954489607623,-2.504431734411434,-1.0,3.28414914270075,4.4156790446692,CLOSED
BTC-USD|1h|2025-01-09T08:00:00+00:00|LONG|SWEEP_RECLAIM|1663,2025-01-09T08:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,LONG,SWEEP_RECLAIM,structure_confirmed_retest,False,True,False,0.0,0.0,0.0,0.0,0.0,NO_ENTRY
BTC-USD|1h|2025-01-09T13:00:00+00:00|SHORT|BREAKOUT|1668,2025-01-09T13:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,trigger_close,False,True,True,-1.0661297359812218,-1.0991946039718328,-1.0,0.23663288126865234,1.0802648977357159,CLOSED
BTC-USD|1h|2025-01-09T13:00:00+00:00|SHORT|BREAKOUT|1668,2025-01-09T13:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,retest_limit,False,True,True,0.5584524695521728,0.5101814772511535,0.6549944541542113,0.8273607698639007,0.9081655979592952,CLOSED
BTC-USD|1h|2025-01-09T13:00:00+00:00|SHORT|BREAKOUT|1668,2025-01-09T13:00:00+00:00,BTC-USD,CRYPTO_SPOT,1h,SHORT,BREAKOUT,structure_confirmed_retest,False,True,True,0.44250279970338313,0.39786272427851554,0.5317829505531184,0.6913168891660368,0.2971154196525862,CLOSED
